index,short_doc,full_doc,category_gold
groups/talk.politics.misc/178477,c8598d23-9e12-4134-82ad-214f068681ba.png,c8598d23-9e12-4134-82ad-214f068681ba-full,talk_politics_misc
groups/talk.politics.misc/178364,cb97e99b-3623-4067-87f2-a276b143d490.png,cb97e99b-3623-4067-87f2-a276b143d490-full,talk_politics_misc
groups/talk.politics.misc/178694,21e22f13-85b9-4202-a57a-b603600296a5.png,21e22f13-85b9-4202-a57a-b603600296a5-full,talk_politics_misc
groups/talk.politics.misc/179027,a9d30212-144a-4afe-bdef-4fb6d02b0341.png,a9d30212-144a-4afe-bdef-4fb6d02b0341-full,talk_politics_misc
groups/talk.politics.misc/178589,81a2fae7-1f74-43c8-8a58-ca9107a1c00f.png,81a2fae7-1f74-43c8-8a58-ca9107a1c00f-full,talk_politics_misc
groups/talk.politics.misc/178915,28b58773-11c5-45ab-8e83-36fdd862fa79.png,28b58773-11c5-45ab-8e83-36fdd862fa79-full,talk_politics_misc
groups/talk.politics.misc/178371,fd88ae2f-d977-4b65-a3e4-b45d14fc7c96.png,fd88ae2f-d977-4b65-a3e4-b45d14fc7c96-full,talk_politics_misc
groups/talk.politics.misc/176948,d739fdff-b9a9-4c9d-ab3e-f23908434ccb.png,d739fdff-b9a9-4c9d-ab3e-f23908434ccb-full,talk_politics_misc
groups/talk.politics.misc/178362,61f392fb-08b0-4106-b679-8dd780f53406.png,61f392fb-08b0-4106-b679-8dd780f53406-full,talk_politics_misc
groups/talk.politics.misc/176942,41a5203f-8b97-4498-b46a-80358a21bfa4.png,41a5203f-8b97-4498-b46a-80358a21bfa4-full,talk_politics_misc
groups/talk.politics.misc/178529,e7432ed9-d3e7-4ab3-8de3-610d7a69eea0.png,e7432ed9-d3e7-4ab3-8de3-610d7a69eea0-full,talk_politics_misc
groups/talk.politics.misc/176901,5d72e406-babc-4106-8a07-177dcd823abe.png,5d72e406-babc-4106-8a07-177dcd823abe-full,talk_politics_misc
groups/talk.politics.misc/178617,7dff0d1e-3e16-465a-b453-22019ce7b68d.png,7dff0d1e-3e16-465a-b453-22019ce7b68d-full,talk_politics_misc
groups/talk.politics.misc/178414,72b19c4f-d349-4979-9d86-89c915bffe95.png,72b19c4f-d349-4979-9d86-89c915bffe95-full,talk_politics_misc
groups/talk.politics.misc/178327,26bc18e2-35b4-4e52-bd50-06a646582bbe.png,26bc18e2-35b4-4e52-bd50-06a646582bbe-full,talk_politics_misc
groups/talk.politics.misc/178628,a91c42ec-3af4-45a5-9267-331f793e5974.png,a91c42ec-3af4-45a5-9267-331f793e5974-full,talk_politics_misc
groups/talk.politics.misc/176905,07cf97e2-4ba6-4f43-8bd5-0456a5dc24f9.png,07cf97e2-4ba6-4f43-8bd5-0456a5dc24f9-full,talk_politics_misc
groups/talk.politics.misc/178749,8d12f737-3a8b-4ade-88cd-283a73bb5555.png,8d12f737-3a8b-4ade-88cd-283a73bb5555-full,talk_politics_misc
groups/talk.politics.misc/178421,11c75a58-a290-490f-82ee-77ec37d8e0c6.png,11c75a58-a290-490f-82ee-77ec37d8e0c6-full,talk_politics_misc
groups/talk.politics.misc/178451,5674a5e3-f58b-43ab-af6d-7126bbb628b4.png,5674a5e3-f58b-43ab-af6d-7126bbb628b4-full,talk_politics_misc
groups/talk.politics.misc/176955,e7d7408f-3368-44cb-9c33-fa9d0cab04d9.png,e7d7408f-3368-44cb-9c33-fa9d0cab04d9-full,talk_politics_misc
groups/talk.politics.misc/178672,fba28c20-0c98-4cb0-8429-0680d6746f68.png,fba28c20-0c98-4cb0-8429-0680d6746f68-full,talk_politics_misc
groups/talk.politics.misc/176965,caf82081-e74e-4581-81b5-912954035510.png,caf82081-e74e-4581-81b5-912954035510-full,talk_politics_misc
groups/talk.politics.misc/176866,c62eb539-25a2-46fa-932e-31199175102d.png,c62eb539-25a2-46fa-932e-31199175102d-full,talk_politics_misc
groups/talk.politics.misc/178895,59a05795-a873-4e4c-a7bc-861fa83381de.png,59a05795-a873-4e4c-a7bc-861fa83381de-full,talk_politics_misc
groups/talk.politics.misc/178654,6ac654a6-baf8-48c6-9000-6c675019a1e7.png,6ac654a6-baf8-48c6-9000-6c675019a1e7-full,talk_politics_misc
groups/talk.politics.misc/178731,6e22d741-c0e9-4283-834e-709e6861e25d.png,6e22d741-c0e9-4283-834e-709e6861e25d-full,talk_politics_misc
groups/talk.politics.misc/178687,2952b01a-9620-46ec-961d-29068b857c17.png,2952b01a-9620-46ec-961d-29068b857c17-full,talk_politics_misc
groups/talk.politics.misc/178879,184d479f-0fba-43ff-979a-d4095c537027.png,184d479f-0fba-43ff-979a-d4095c537027-full,talk_politics_misc
groups/talk.politics.misc/179115,ee1e0f64-2f16-401d-a1ef-f19f52872a07.png,ee1e0f64-2f16-401d-a1ef-f19f52872a07-full,talk_politics_misc
groups/talk.politics.misc/178391,e2c1e37d-7323-421a-94fa-e03c96171c31.png,e2c1e37d-7323-421a-94fa-e03c96171c31-full,talk_politics_misc
groups/talk.politics.misc/178515,6829e84b-a588-470b-9690-dcb76f269115.png,6829e84b-a588-470b-9690-dcb76f269115-full,talk_politics_misc
groups/talk.politics.misc/178347,b991dc0c-b4ce-486c-84cd-d224c3cc5f2d.png,b991dc0c-b4ce-486c-84cd-d224c3cc5f2d-full,talk_politics_misc
groups/talk.politics.misc/176940,36ec9494-7d8f-457d-8237-77fe2b10ef06.png,36ec9494-7d8f-457d-8237-77fe2b10ef06-full,talk_politics_misc
groups/talk.politics.misc/178553,a57fce8f-fa84-4077-9d62-e71168368ca0.png,a57fce8f-fa84-4077-9d62-e71168368ca0-full,talk_politics_misc
groups/talk.politics.misc/177023,f4d431f1-9425-4544-9e0b-5c2f9ebfc2ce.png,f4d431f1-9425-4544-9e0b-5c2f9ebfc2ce-full,talk_politics_misc
groups/talk.politics.misc/178636,376bcd93-cb8d-453f-945d-ff92a48785e1.png,376bcd93-cb8d-453f-945d-ff92a48785e1-full,talk_politics_misc
groups/talk.politics.misc/178432,366cb3b5-affd-4602-8ac6-ddf76612f197.png,366cb3b5-affd-4602-8ac6-ddf76612f197-full,talk_politics_misc
groups/talk.politics.misc/178304,8f899c2e-29a0-45de-a172-1b55e49405d0.png,8f899c2e-29a0-45de-a172-1b55e49405d0-full,talk_politics_misc
groups/talk.politics.misc/178514,03a0585c-e8a5-4776-bbf7-9b23a23df022.png,03a0585c-e8a5-4776-bbf7-9b23a23df022-full,talk_politics_misc
groups/talk.politics.misc/178777,a5283fb8-ce24-484e-8727-dd7b38b6efb6.png,a5283fb8-ce24-484e-8727-dd7b38b6efb6-full,talk_politics_misc
groups/talk.politics.misc/178305,3c427af0-8fdf-4a6d-9cf2-f5aa12706898.png,3c427af0-8fdf-4a6d-9cf2-f5aa12706898-full,talk_politics_misc
groups/talk.politics.misc/176986,bd0cbc0b-2e26-4279-b8d3-9720578b9c55.png,bd0cbc0b-2e26-4279-b8d3-9720578b9c55-full,talk_politics_misc
groups/talk.politics.misc/178720,8c693cf8-e4b4-4b84-ac7d-2d66bcd39db7.png,8c693cf8-e4b4-4b84-ac7d-2d66bcd39db7-full,talk_politics_misc
groups/talk.politics.misc/178556,ed1dda72-3952-4e03-8f73-b2d76c2d2cb4.png,ed1dda72-3952-4e03-8f73-b2d76c2d2cb4-full,talk_politics_misc
groups/talk.politics.misc/178433,bf044446-685a-4a98-a68d-27c7cafb5ef5.png,bf044446-685a-4a98-a68d-27c7cafb5ef5-full,talk_politics_misc
groups/talk.politics.misc/176957,2ff6de2e-ee28-4641-ba12-1f374de38668.png,2ff6de2e-ee28-4641-ba12-1f374de38668-full,talk_politics_misc
groups/talk.politics.misc/179030,c3a142bc-f914-4077-8af5-52cffb40a673.png,c3a142bc-f914-4077-8af5-52cffb40a673-full,talk_politics_misc
groups/talk.politics.misc/178373,71a66d26-4e45-43a8-a41b-eddc5af9ab05.png,71a66d26-4e45-43a8-a41b-eddc5af9ab05-full,talk_politics_misc
groups/talk.politics.misc/178616,42440775-5f7f-4527-9826-27e2fa21fa63.png,42440775-5f7f-4527-9826-27e2fa21fa63-full,talk_politics_misc
groups/talk.politics.misc/178752,5887ea29-d01a-449e-b505-6e17869bacd9.png,5887ea29-d01a-449e-b505-6e17869bacd9-full,talk_politics_misc
groups/talk.politics.misc/178775,a3c50992-5456-4743-a4ed-5d7429ca82af.png,a3c50992-5456-4743-a4ed-5d7429ca82af-full,talk_politics_misc
groups/talk.politics.misc/178559,9ff29f98-28b4-46db-8ce2-c4b9afabc9b7.png,9ff29f98-28b4-46db-8ce2-c4b9afabc9b7-full,talk_politics_misc
groups/talk.politics.misc/178940,a30e8e2a-e30f-4c77-a19d-c490d5aeeb15.png,a30e8e2a-e30f-4c77-a19d-c490d5aeeb15-full,talk_politics_misc
groups/talk.politics.misc/179110,d6470a92-2322-42da-af6e-e537e082b07c.png,d6470a92-2322-42da-af6e-e537e082b07c-full,talk_politics_misc
groups/talk.politics.misc/178517,e96b76cb-96ac-4a1f-bb4c-66770dec7008.png,e96b76cb-96ac-4a1f-bb4c-66770dec7008-full,talk_politics_misc
groups/talk.politics.misc/178548,6d4cfc96-a094-498b-a111-1904f02c6113.png,6d4cfc96-a094-498b-a111-1904f02c6113-full,talk_politics_misc
groups/talk.politics.misc/178705,d61cd523-0ed0-4780-9cec-58e9fb50651f.png,d61cd523-0ed0-4780-9cec-58e9fb50651f-full,talk_politics_misc
groups/talk.politics.misc/178303,02bb4913-094d-40a1-b01a-305276edebb7.png,02bb4913-094d-40a1-b01a-305276edebb7-full,talk_politics_misc
groups/talk.politics.misc/178528,c9423e6b-b511-4535-bbc5-5298cc6a496a.png,c9423e6b-b511-4535-bbc5-5298cc6a496a-full,talk_politics_misc
groups/talk.politics.misc/176934,5ddc3d15-add5-4f2f-bc52-7e4e2c91f8c3.png,5ddc3d15-add5-4f2f-bc52-7e4e2c91f8c3-full,talk_politics_misc
groups/talk.politics.misc/178301,04b059fd-214e-4e0c-ba51-4f88845a4143.png,04b059fd-214e-4e0c-ba51-4f88845a4143-full,talk_politics_misc
groups/talk.politics.misc/178849,b4f4c909-8d8b-4982-bbb2-36e2e2a6125b.png,b4f4c909-8d8b-4982-bbb2-36e2e2a6125b-full,talk_politics_misc
groups/talk.politics.misc/178876,3923e71c-62ec-4983-860a-14d3d5f80e4b.png,3923e71c-62ec-4983-860a-14d3d5f80e4b-full,talk_politics_misc
groups/talk.politics.misc/178500,eb7120a9-ac3e-4a66-86ea-f7ed2d3dc3a9.png,eb7120a9-ac3e-4a66-86ea-f7ed2d3dc3a9-full,talk_politics_misc
groups/talk.politics.misc/178378,26bc01db-0b27-4f98-9e00-8cb0e253088b.png,26bc01db-0b27-4f98-9e00-8cb0e253088b-full,talk_politics_misc
groups/talk.politics.misc/178605,3fd5fe53-2f7b-488b-a823-9eff90435cd1.png,3fd5fe53-2f7b-488b-a823-9eff90435cd1-full,talk_politics_misc
groups/talk.politics.misc/179099,ee3833ab-5770-4d81-9371-85d9457abecc.png,ee3833ab-5770-4d81-9371-85d9457abecc-full,talk_politics_misc
groups/talk.politics.misc/178480,d78b1057-4fa0-4f6f-a650-e8f932fbf413.png,d78b1057-4fa0-4f6f-a650-e8f932fbf413-full,talk_politics_misc
groups/talk.politics.misc/178407,e5241445-3eae-4af3-a757-2b2ab99d6ab0.png,e5241445-3eae-4af3-a757-2b2ab99d6ab0-full,talk_politics_misc
groups/talk.politics.misc/176872,899eb856-cab7-41b2-ba0b-04114d750f6b.png,899eb856-cab7-41b2-ba0b-04114d750f6b-full,talk_politics_misc
groups/talk.politics.misc/178908,e4e141ba-7a20-4c9e-a4db-f3059f026157.png,e4e141ba-7a20-4c9e-a4db-f3059f026157-full,talk_politics_misc
groups/talk.politics.misc/178543,c6562210-cdbf-4073-a499-06b4eae5f36a.png,c6562210-cdbf-4073-a499-06b4eae5f36a-full,talk_politics_misc
groups/talk.politics.misc/179006,453838ec-3dd7-4df1-ae2e-7073d6ef4e11.png,453838ec-3dd7-4df1-ae2e-7073d6ef4e11-full,talk_politics_misc
groups/talk.politics.misc/178429,08ca323c-0252-4893-abf0-3b578e20304a.png,08ca323c-0252-4893-abf0-3b578e20304a-full,talk_politics_misc
groups/talk.politics.misc/178681,1b42ea18-865e-4852-82b7-81afbf9c1cf8.png,1b42ea18-865e-4852-82b7-81afbf9c1cf8-full,talk_politics_misc
groups/talk.politics.misc/178770,5c51d116-4b2c-464e-a035-b2fe75831add.png,5c51d116-4b2c-464e-a035-b2fe75831add-full,talk_politics_misc
groups/talk.politics.misc/178434,0df49bb8-5d85-48bf-b08b-e9d255d96b62.png,0df49bb8-5d85-48bf-b08b-e9d255d96b62-full,talk_politics_misc
groups/talk.politics.misc/178883,7f461568-cb77-4d6e-93d8-669df3d2944c.png,7f461568-cb77-4d6e-93d8-669df3d2944c-full,talk_politics_misc
groups/talk.politics.misc/178395,c2731bb2-ff95-4451-a09f-4000d641ea25.png,c2731bb2-ff95-4451-a09f-4000d641ea25-full,talk_politics_misc
groups/talk.politics.misc/178962,518d9c8b-57b5-4ea4-97f7-e0b63ded6942.png,518d9c8b-57b5-4ea4-97f7-e0b63ded6942-full,talk_politics_misc
groups/talk.politics.misc/178855,03df1a4d-7f44-43cd-a6e6-35f3d5d28706.png,03df1a4d-7f44-43cd-a6e6-35f3d5d28706-full,talk_politics_misc
groups/talk.politics.misc/176949,d4cafc53-7d8a-4a5e-b31e-d6dc62eac895.png,d4cafc53-7d8a-4a5e-b31e-d6dc62eac895-full,talk_politics_misc
groups/talk.politics.misc/176884,8115aebe-d8ed-4209-9e6a-416d27d937d5.png,8115aebe-d8ed-4209-9e6a-416d27d937d5-full,talk_politics_misc
groups/talk.politics.misc/179019,02c3e1c1-9e19-4c2a-a27c-9313d4e08996.png,02c3e1c1-9e19-4c2a-a27c-9313d4e08996-full,talk_politics_misc
groups/talk.politics.misc/178471,65c582ba-d4b9-42d7-92d2-3ff61022bb4f.png,65c582ba-d4b9-42d7-92d2-3ff61022bb4f-full,talk_politics_misc
groups/talk.politics.misc/178881,30eeb771-7792-4d7c-89e2-e908f6ab980e.png,30eeb771-7792-4d7c-89e2-e908f6ab980e-full,talk_politics_misc
groups/talk.politics.misc/178735,b7f998e7-9397-4a29-83d4-23dd7b9a889d.png,b7f998e7-9397-4a29-83d4-23dd7b9a889d-full,talk_politics_misc
groups/talk.politics.misc/178906,0526c628-1f7a-4153-b0d9-828ed93a1cd7.png,0526c628-1f7a-4153-b0d9-828ed93a1cd7-full,talk_politics_misc
groups/talk.politics.misc/178668,fa2770fb-3370-4bd5-9ed6-680b328b4dac.png,fa2770fb-3370-4bd5-9ed6-680b328b4dac-full,talk_politics_misc
groups/talk.politics.misc/178715,d1f35d62-6263-440b-b88f-a3777c9fc537.png,d1f35d62-6263-440b-b88f-a3777c9fc537-full,talk_politics_misc
groups/talk.politics.misc/178478,42346e38-fdeb-41bd-925c-d9431b1b0c9a.png,42346e38-fdeb-41bd-925c-d9431b1b0c9a-full,talk_politics_misc
groups/talk.politics.misc/179082,1f1d537b-a43c-4e1c-9847-f3b4d2e326c6.png,1f1d537b-a43c-4e1c-9847-f3b4d2e326c6-full,talk_politics_misc
groups/talk.politics.misc/178750,d30377b5-65a7-46f0-8c84-f5c00c831710.png,d30377b5-65a7-46f0-8c84-f5c00c831710-full,talk_politics_misc
groups/talk.politics.misc/178914,41a09dde-f7aa-4882-89d7-c65bd8ea37b6.png,41a09dde-f7aa-4882-89d7-c65bd8ea37b6-full,talk_politics_misc
groups/talk.politics.misc/177012,e3aeb21a-0c5f-4fbd-a74b-e11cd873a6de.png,e3aeb21a-0c5f-4fbd-a74b-e11cd873a6de-full,talk_politics_misc
groups/talk.politics.misc/178549,3b1c8b42-b95d-4877-a912-02e2dab93774.png,3b1c8b42-b95d-4877-a912-02e2dab93774-full,talk_politics_misc
groups/talk.politics.misc/176945,bb740c80-5ae4-4593-97cf-69070a4fa61a.png,bb740c80-5ae4-4593-97cf-69070a4fa61a-full,talk_politics_misc
groups/talk.politics.misc/178921,ead4d6b7-6dee-4699-9026-7a0bb51e984b.png,ead4d6b7-6dee-4699-9026-7a0bb51e984b-full,talk_politics_misc
groups/talk.politics.misc/178410,29ef2793-1be5-4dbb-be69-8ea06c176044.png,29ef2793-1be5-4dbb-be69-8ea06c176044-full,talk_politics_misc
groups/talk.politics.misc/178585,4de44d8a-fb0a-4c26-993f-b8e6b016b3d1.png,4de44d8a-fb0a-4c26-993f-b8e6b016b3d1-full,talk_politics_misc
groups/talk.politics.misc/176920,dd6355c5-562a-4ed2-9f8e-010df90b9635.png,dd6355c5-562a-4ed2-9f8e-010df90b9635-full,talk_politics_misc
groups/talk.politics.misc/179052,f414d5c0-b6a9-42be-9ff8-d76b182911df.png,f414d5c0-b6a9-42be-9ff8-d76b182911df-full,talk_politics_misc
groups/talk.politics.misc/176936,28a49725-b2d0-4619-b9f4-5b3c23252dab.png,28a49725-b2d0-4619-b9f4-5b3c23252dab-full,talk_politics_misc
groups/talk.politics.misc/178740,c1911909-1f72-46c3-98f3-2063fdd49b32.png,c1911909-1f72-46c3-98f3-2063fdd49b32-full,talk_politics_misc
groups/talk.politics.misc/178411,d20c828d-3f09-4126-899f-6049fe4ac975.png,d20c828d-3f09-4126-899f-6049fe4ac975-full,talk_politics_misc
groups/talk.politics.misc/176978,c81503e1-14d8-49d8-920f-62d429980422.png,c81503e1-14d8-49d8-920f-62d429980422-full,talk_politics_misc
groups/talk.politics.misc/178765,623e4fd7-01ad-439a-985e-8e3661a93895.png,623e4fd7-01ad-439a-985e-8e3661a93895-full,talk_politics_misc
groups/talk.politics.misc/178689,a236ffde-5d01-4f40-83d2-ebb600411fea.png,a236ffde-5d01-4f40-83d2-ebb600411fea-full,talk_politics_misc
groups/talk.politics.misc/178951,20e7911a-bcd5-4666-98fb-036b70511c89.png,20e7911a-bcd5-4666-98fb-036b70511c89-full,talk_politics_misc
groups/talk.politics.misc/178405,1f064aa7-de86-4ffa-94f6-02eab9bcee34.png,1f064aa7-de86-4ffa-94f6-02eab9bcee34-full,talk_politics_misc
groups/talk.politics.misc/179002,5147d717-8fb5-460e-b4dc-373f5b94657a.png,5147d717-8fb5-460e-b4dc-373f5b94657a-full,talk_politics_misc
groups/talk.politics.misc/178540,69b069af-1b1c-4569-b6d3-7465ba3a652e.png,69b069af-1b1c-4569-b6d3-7465ba3a652e-full,talk_politics_misc
groups/talk.politics.misc/179047,1edd620b-2f95-49a8-bcc1-eece8cbeab19.png,1edd620b-2f95-49a8-bcc1-eece8cbeab19-full,talk_politics_misc
groups/talk.politics.misc/178754,fa7b2a61-beb0-42f1-a66d-0c0af8849558.png,fa7b2a61-beb0-42f1-a66d-0c0af8849558-full,talk_politics_misc
groups/talk.politics.misc/178479,b9feffda-55fe-446a-9759-45d326d2f9de.png,b9feffda-55fe-446a-9759-45d326d2f9de-full,talk_politics_misc
groups/talk.politics.misc/178710,3b79f2e5-10ef-4660-929b-39752ec7b848.png,3b79f2e5-10ef-4660-929b-39752ec7b848-full,talk_politics_misc
groups/talk.politics.misc/177015,0b5408fd-ed75-4fb2-9d27-12bc103f71ee.png,0b5408fd-ed75-4fb2-9d27-12bc103f71ee-full,talk_politics_misc
groups/talk.politics.misc/178889,b4c5a214-2feb-49ac-9f22-051b30724506.png,b4c5a214-2feb-49ac-9f22-051b30724506-full,talk_politics_misc
groups/talk.politics.misc/178739,bd509a51-24cd-4f0d-b5d2-b8cf97723999.png,bd509a51-24cd-4f0d-b5d2-b8cf97723999-full,talk_politics_misc
groups/talk.politics.misc/178516,f3c4baa2-f0b1-499a-8b01-7683af801c0c.png,f3c4baa2-f0b1-499a-8b01-7683af801c0c-full,talk_politics_misc
groups/talk.politics.misc/176932,47fa5efe-0c02-44af-b970-90028a29e514.png,47fa5efe-0c02-44af-b970-90028a29e514-full,talk_politics_misc
groups/talk.politics.misc/178470,5e861f7a-b394-4944-9c3b-41bbc9fb8a2e.png,5e861f7a-b394-4944-9c3b-41bbc9fb8a2e-full,talk_politics_misc
groups/talk.politics.misc/178988,14cd2ebd-08d0-47b7-83f1-89188f412b55.png,14cd2ebd-08d0-47b7-83f1-89188f412b55-full,talk_politics_misc
groups/talk.politics.misc/178509,a1f08c5b-4a3d-40d4-98cb-e43518b95ee3.png,a1f08c5b-4a3d-40d4-98cb-e43518b95ee3-full,talk_politics_misc
groups/talk.politics.misc/176883,58b92244-9d27-4702-90b0-50827dde3799.png,58b92244-9d27-4702-90b0-50827dde3799-full,talk_politics_misc
groups/talk.politics.misc/179012,f10c4b20-e1c2-483a-96f4-b20a9aac0c0b.png,f10c4b20-e1c2-483a-96f4-b20a9aac0c0b-full,talk_politics_misc
groups/talk.politics.misc/178873,fe758a53-9b2c-4962-8cd5-3d1c6130c568.png,fe758a53-9b2c-4962-8cd5-3d1c6130c568-full,talk_politics_misc
groups/talk.politics.misc/178737,0126eb3b-721d-4d71-b005-d8ba59158bd7.png,0126eb3b-721d-4d71-b005-d8ba59158bd7-full,talk_politics_misc
groups/talk.politics.misc/178426,f210d9ff-a2eb-4522-920f-f628e71dc472.png,f210d9ff-a2eb-4522-920f-f628e71dc472-full,talk_politics_misc
groups/talk.politics.misc/178802,c26fbf53-f11e-47e3-8f61-70dca2c5f79e.png,c26fbf53-f11e-47e3-8f61-70dca2c5f79e-full,talk_politics_misc
groups/talk.politics.misc/178296,814dac1e-1899-4137-b36f-e0538568ee8c.png,814dac1e-1899-4137-b36f-e0538568ee8c-full,talk_politics_misc
groups/talk.politics.misc/178377,a487be9d-bebb-4f5a-a59c-7ca9b01531a4.png,a487be9d-bebb-4f5a-a59c-7ca9b01531a4-full,talk_politics_misc
